,content,class
423,~ 面带微笑 的 万能 执事 ~ 很多 人 说 ， 你 笑 起来 很 好看 。 你 希望 每天 都 能 接触 到 不 一样 的 人 ， 常有 人 夸 你 细心 、 有 耐心 、 高 EQ 。 而 你 ， 也 想 把 一份 听 起来 规律 的 工作 ， 做 得 轰轰烈烈 、 精彩 可期 ！ 1 . 课程 谘询 与 招生 2 . 家长 联系 与 电访 3 . 校务 行政 工作 -   仓管 、 人事 、 课务 、 出纳 … 等 4 . 专案 活动 策划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 外向 活泼 、 应对 大方 ， 喜爱 与 人 接触 及 沟通,3
424,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 专业科目 教育 相关 、 英美 语文 相关 、 语言学 相关 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 具备 证照 ： TOEIC 、 GEPT 中级 、 GEPT 中高级 具备 驾照 ： 轻型机车 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
425,HESS 国际 团队 ， 菁英 来自 世界各地 在 这里 ， 不用 出国 也 可以 遇见 全世界 多元 职涯 发展 、 专属 教育 训练 欢迎 有志 从事 教育 工作 的 新鲜 人 加入 行列 !   【 征选 条件 】 1 .   大学毕业 、 具 全民 英检 中高级 ( 或 同等 英文 能力 测验 ) 以上者 2 .   勇于 接受 挑战 并具 创意 思维 3 .   具 良好 沟通 协调 及 团队 领导 能力   【 福利 与 职涯 发展 】 完整 升迁管道 、 工作 成效 奖金 、 海外 游学 带团 、 海外 教育 参访           < 完整 专业培训 >       专业 中 外籍 教师 训练 团队 ， 给予 完整 专业 教学 训练 < 多元 发展 平台 >         何嘉仁 多元 事业 体系 ， 包含 教育 、 文化 、 餐饮 烘焙 等 事业 体系 以及 海外 教育 据点 ，       只要 有 能力 、 有 表现 ， 发挥 空间 宽阔 无限 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
426,1 . 儿童 美语教学 2 . 与 外国 教师 搭配 授课 与 沟通 3 . 教学活动 规划 执行 与 课后 辅导 4 . 电话 辅导 测验 及 作业 批改 5 . 学艺 活动 规划 执行 配合 6 . 课室 管理 与 班 内 教室 环境 佈 置 7 . 亲师 联络 相关 事项 8 . 其他 相关 教务 工作 ( 如 游学 团 推广 ) 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 大学 以上 ， 英文 听说读写 能力 佳 ， 具 教育 热忱 ， 个性 活泼大方 ， 表达能力 佳 ， 具 全民 英检 中高级 程度 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 。,3
427,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
428,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
429,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
430,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
431,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
432,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
433,~ 不用 出国 ， 在 台湾 也 能 听见 各国 的 声音 ~ 在 何嘉仁 ， 你 可以 听见 许多 异国 故事 ， 认识 多国 朋友 ， 体验 不同 文化 ； 其实 ， 你 可以 不必 出国 ， 就 能 在 家乡 的 土地 上 开启 不同 的 生活 体验 ！ 1 . 幼儿 / 儿童 美语教学 -   使用 何嘉仁 系列 教材 ， 和 外国 教师 搭配 授课 2 . 班级 经营 / 课室 管理 3 . 亲师 沟通 及 电话 访问 4 . 学艺 活动 规划 与 执行 5 . 其他 机会 ： 游学 团 带团 教师 、 英语 力 大赛 指导 教师 … 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 精通 、 说   / 精通 、 读   / 精通 、 写   / 精通 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具 全民 英检 中高级 ( 或 同等 英语 能力 测验 ) 以上者 尤佳 3 . 活泼大方 ， 善于 表达 4 . 喜欢 与 孩子 相处,3
434,~ 孩子 的 成长   是 最美 的 礼物 ~ 世界 对 小宝贝 来说 ， 就 像 一个 巨大 的 游乐园 ， 而 你 就是 那个 无所不知 ， 无所不能 的 存在 ； 带 着 他们 探索 生命 中 的 第一次 ， 陪伴 他们 快乐 成长 ， 一同 经历 生命 中 最 珍贵 的 时刻 ！ 1 . 幼儿 教保 / 班级 支援 2 . 早晚 值班 / 幼童 车 随车 3 . 校园 主题 情境 佈 置 4 . 学艺 活动 执行 协助 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 高中 职 以上 幼教 相关 科系 毕业 ， 或具 助理 教保员 资格 ， 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
435,1 . 图面 制作 及 管理 。 2 . 模治具 设计 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 科系 要求 ： 机械工程 相关 、 工业 设计 相关 语文 条件 ： 不拘 擅长 工具 ： AutoCAD 、 SolidWorks 工作 技能 ： 不拘 具备 驾照 ： 普通 小型车 其他 条件 ： 无 经验 可须 会 开车,3
436,商业 摄影师 经验 满   2   年 以上 。 精通 数位 摄影 、 并 熟悉 修图 后制 流程 。   擅长 机械类 或 其他 各类 商品 摄影 。 需 具备 一般 汽车 驾照 同时 熟悉 汽车 驾驶 。 优良 的 工作 态度 、 沟通 能力 、 对 工作 有 进修 及 热忱 共识 。 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 高中 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 未填写,3
437,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动,3
438,~ 让 小小 冒险家 和 梦想 一起 长大 ~ 对 孩子 来说 ， 世界 是 一个 巨大 的 游乐园 ； 而 学习 ， 就 像 充满 新奇 的 探险 旅程 ； 何嘉仁 幼儿园 提供 一个 既 有趣 又 新奇 的 探险 环境 ， 让 孩子 安心 地 学习 寻找 自己 的 答案 1 . 中文 课程 教学 / 班级 经营 2 . 幼儿 教保 相关 工作 3 . 亲师 沟通 4 . 校园 主题 情境 佈 置 5 . 学艺 活动 规划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 具教 保员 资格 ； 具 幼儿园 教师证 尤佳 。 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
439,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
440,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
441,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
442,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
443,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
444,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
445,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
446,~ 你 是 孩子 们 的 大 朋友 ~ 这是 一份 充满 学习 与 挑战 的 工作 ！ 你 的 身分 随时 都 在 转变 ， 可能 是 他们 心中 最 佩服 的 孩子王 更 可能 是 家长 心中 可靠 的 桥 樑 ； 欢迎 你 前进 孩子 Fun 课后 的 小天地 ！ 1 . 学童 接送 2 . 国小 孩童 课后 辅导 、 复习 3 . 班级 经营 及 亲师 沟通 4 . 教室 环境 佈 置 维护 5 . 寒暑假 学艺 课程 规划 及 教学 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 大学 以上 科系 要求 ： 不拘 语文 条件 ： 不拘 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 应届 毕业生 、 无 教学 经验 者 皆 可 尝试 2 . 具有 耐心 、 喜欢 与 孩子 互动 3 . 具 国小 教师资格 者 尤佳,3
447,~ 让 小小 冒险家 和 梦想 一起 长大 ~ 对 孩子 来说 ， 世界 是 一个 巨大 的 游乐园 ； 而 学习 ， 就 像 充满 新奇 的 探险 旅程 ； 何嘉仁 幼儿园 提供 一个 既 有趣 又 新奇 的 探险 环境 ， 让 孩子 安心 地 学习 寻找 自己 的 答案 1 . 中文 课程 教学 / 班级 经营 2 . 幼儿 教保 相关 工作 3 . 亲师 沟通 4 . 校园 主题 情境 佈 置 5 . 学艺 活动 规划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 具教 保员 资格 ； 具 幼儿园 教师证 尤佳 。 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
448,~ 让 小小 冒险家 和 梦想 一起 长大 ~ 对 孩子 来说 ， 世界 是 一个 巨大 的 游乐园 ； 而 学习 ， 就 像 充满 新奇 的 探险 旅程 ； 何嘉仁 幼儿园 提供 一个 既 有趣 又 新奇 的 探险 环境 ， 让 孩子 安心 地 学习 寻找 自己 的 答案 1 . 中文 课程 教学 / 班级 经营 2 . 幼儿 教保 相关 工作 3 . 亲师 沟通 4 . 校园 主题 情境 佈 置 5 . 学艺 活动 规划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 具教 保员 资格 ； 具 幼儿园 教师证 尤佳 。 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
449,~ 让 小小 冒险家 和 梦想 一起 长大 ~ 对 孩子 来说 ， 世界 是 一个 巨大 的 游乐园 ； 而 学习 ， 就 像 充满 新奇 的 探险 旅程 ； 何嘉仁 幼儿园 提供 一个 既 有趣 又 新奇 的 探险 环境 ， 让 孩子 安心 地 学习 寻找 自己 的 答案 1 . 中文 课程 教学 / 班级 经营 2 . 幼儿 教保 相关 工作 3 . 亲师 沟通 4 . 校园 主题 情境 佈 置 5 . 学艺 活动 规划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 具教 保员 资格 ； 具 幼儿园 教师证 尤佳 。 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
450,~ 让 小小 冒险家 和 梦想 一起 长大 ~ 对 孩子 来说 ， 世界 是 一个 巨大 的 游乐园 ； 而 学习 ， 就 像 充满 新奇 的 探险 旅程 ； 何嘉仁 幼儿园 提供 一个 既 有趣 又 新奇 的 探险 环境 ， 让 孩子 安心 地 学习 寻找 自己 的 答案 1 . 中文 课程 教学 / 班级 经营 2 . 幼儿 教保 相关 工作 3 . 亲师 沟通 4 . 校园 主题 情境 佈 置 5 . 学艺 活动 规划 与 执行 接受 身份 ： 上班族 、 应届 毕业生 工作 经历 ： 不拘 学历 要求 ： 专科 以上 科系 要求 ： 学前教育 相关 、 儿童 保育 相关 语文 条件 ： 英文   - -   听   / 略懂 、 说   / 略懂 、 读   / 略懂 、 写   / 略懂 擅长 工具 ： 不拘 工作 技能 ： 不拘 其他 条件 ： 1 . 具教 保员 资格 ； 具 幼儿园 教师证 尤佳 。 2 . 对 幼儿教育 有 热忱 3 . 喜爱 孩子 ， 个性 细心 、 耐心,3
